id,company_code,operating_concern,record_type,version,posting_period,fiscal_year,customer_id,material_id,sales_org,product_line,revenue_amount,cogs_amount,marketing_cost,sales_cost,currency,posting_date
83,1000,OP01,F,0,1,2023,C001025,MAT010187,SO01,ELECTRONICS,23871.75,-14973.76,-1722.0538914115996,-909.6170795934149,USD,2023-01-11
84,1000,OP01,F,0,1,2023,C001033,MAT010008,SO02,ELECTRONICS,61927.2,-25482.17,-4055.401340708746,-1867.6623879293124,USD,2023-01-16
85,1000,OP01,F,0,1,2023,C001025,MAT010170,SO01,AUTOMOTIVE,20538.06,-13261.49,-2030.745911417059,-1563.7431656178712,USD,2023-01-12
86,1000,OP01,F,0,1,2023,C001049,MAT010066,SO03,AUTOMOTIVE,996.81,-586.68,-61.98309658253512,-38.4084154239708,USD,2023-01-09
87,1000,OP01,F,0,1,2023,C001018,MAT010032,SO03,HEALTHCARE,19214.76,-10676.2,-1233.6037105348369,-1470.0205511255492,USD,2023-01-17
88,1000,OP01,F,0,1,2023,C001046,MAT010069,SO03,ELECTRONICS,23923.42,-11800.56,-1488.9572742026883,-889.3390623715934,USD,2023-01-16
89,1000,OP01,F,0,1,2023,C001019,MAT010163,SO02,ELECTRONICS,105418.1,-56176.84,-6581.306646203613,-4557.747993501848,USD,2023-01-10
90,1000,OP01,F,0,1,2023,C001030,MAT010140,SO01,HEALTHCARE,5462.57,-3547.94,-495.7086207174306,-250.685362233017,USD,2023-01-18
91,1000,OP01,F,0,1,2023,C001001,MAT010013,SO03,INDUSTRIAL,38900.46,-20299.52,-2656.3291012227096,-1724.4549499027266,USD,2023-01-09
92,1000,OP01,F,0,1,2023,C001013,MAT010168,SO01,INDUSTRIAL,30159.61,-13892.45,-1791.946076721128,-1594.7202675398134,USD,2023-01-12
93,1000,OP01,F,0,1,2023,C001043,MAT010066,SO02,AUTOMOTIVE,6542.61,-4394.5,-572.9841050586981,-322.40999578706874,USD,2023-01-09
94,1000,OP01,F,0,1,2023,C001008,MAT010191,SO01,HEALTHCARE,69388.32,-30250.26,-4726.660177911888,-4085.159968678377,USD,2023-01-11
95,1000,OP01,F,0,1,2023,C001037,MAT010020,SO01,ELECTRONICS,44423.6,-24888.45,-2948.2382723863147,-3401.52689954135,USD,2023-01-16
96,1000,OP01,F,0,1,2023,C001023,MAT010094,SO01,CONSUMER,55223.21,-23094.02,-4082.173421974496,-1747.420176510611,USD,2023-01-09
97,1000,OP01,F,0,1,2023,C001027,MAT010052,SO02,ELECTRONICS,90720.48,-47290.87,-7797.304905740075,-4374.85598515391,USD,2023-01-09
98,1000,OP01,F,0,1,2023,C001007,MAT010191,SO01,HEALTHCARE,16879.67,-9346.37,-1579.5468939142968,-1197.9939668737848,USD,2023-01-10
99,1000,OP01,F,0,1,2023,C001044,MAT010062,SO02,AUTOMOTIVE,10953.65,-4746.98,-828.3666981631771,-334.8091063822573,USD,2023-01-18
100,1000,OP01,F,0,1,2023,C001049,MAT010116,SO01,HEALTHCARE,14232.84,-9754.02,-1375.7034285445557,-511.43797930715647,USD,2023-01-11
101,1000,OP01,F,0,1,2023,C001022,MAT010154,SO03,AUTOMOTIVE,86278.28,-59620.78,-5802.845709530749,-5791.533453004105,USD,2023-01-12
102,1000,OP01,F,0,1,2023,C001005,MAT010019,SO01,AUTOMOTIVE,58896.24,-24703.96,-3472.889192212019,-3956.7545932671223,USD,2023-01-17
103,1000,OP01,F,0,1,2023,C001044,MAT010156,SO02,ELECTRONICS,116249.78,-70679.72,-7791.942235718677,-8584.114056958248,USD,2023-01-13
104,1000,OP01,F,0,1,2023,C001010,MAT010027,SO02,ELECTRONICS,19441.73,-12148.19,-1375.015835222364,-770.350492188205,USD,2023-01-17
105,1000,OP01,F,0,1,2023,C001033,MAT010116,SO01,HEALTHCARE,123107.44,-67276.86,-7638.864150381893,-6338.5952251025055,USD,2023-01-16
106,1000,OP01,F,0,1,2023,C001027,MAT010081,SO03,INDUSTRIAL,103718.5,-51618.3,-9295.383834089802,-7426.889670241844,USD,2023-01-09
107,1000,OP01,F,0,1,2023,C001040,MAT010097,SO01,CONSUMER,39606.77,-16019.95,-2762.5609117674035,-1301.845920569458,USD,2023-01-09
108,1000,OP01,F,0,1,2023,C001036,MAT010000,SO03,ELECTRONICS,1748.74,-958.46,-106.55991571366434,-121.35437177160037,USD,2023-01-09
109,1000,OP01,F,0,1,2023,C001016,MAT010000,SO01,ELECTRONICS,1323.65,-754.95,-79.78811305428668,-91.53577026256546,USD,2023-01-11
110,1000,OP01,F,0,1,2023,C001045,MAT010048,SO01,ELECTRONICS,67542.93,-36836.35,-4584.1753009550075,-2755.3109692938338,USD,2023-01-09
111,1000,OP01,F,0,1,2023,C001029,MAT010107,SO03,CONSUMER,22936.26,-9702.34,-1574.3529278195156,-1176.7911603909567,USD,2023-01-11
112,1000,OP01,F,0,1,2023,C001040,MAT010105,SO02,ELECTRONICS,8245.01,-3669.83,-532.7212807670113,-293.1316752448002,USD,2023-01-16
113,1000,OP01,F,0,1,2023,C001010,MAT010007,SO03,INDUSTRIAL,32771.24,-15994.88,-3094.1976426327856,-1408.4671923939381,USD,2023-01-10
114,1000,OP01,F,0,1,2023,C001006,MAT010006,SO01,ELECTRONICS,67325.34,-32362.86,-4379.975446668424,-3897.6274882684556,USD,2023-01-11
115,1000,OP01,F,0,1,2023,C001036,MAT010166,SO01,INDUSTRIAL,78714.22,-37712.74,-4902.765210943031,-5597.323528610383,USD,2023-01-17
116,1000,OP01,F,0,1,2023,C001034,MAT010011,SO01,AUTOMOTIVE,24179.36,-13914.51,-1737.809023485835,-1244.6609196347008,USD,2023-01-09
117,1000,OP01,F,0,1,2023,C001033,MAT010139,SO02,HEALTHCARE,37773.31,-24722.8,-3434.483369085379,-1873.3753410299462,USD,2023-01-16
118,1000,OP01,F,0,1,2023,C001015,MAT010196,SO01,CONSUMER,37897.11,-24463.83,-2177.720094688245,-2001.1091044945636,USD,2023-01-16
119,1000,OP01,F,0,1,2023,C001006,MAT010006,SO02,ELECTRONICS,124591.61,-54852.52,-7945.648853786375,-7867.48669231093,USD,2023-01-17
120,1000,OP01,F,0,1,2023,C001011,MAT010111,SO01,HEALTHCARE,8120.8,-4570.07,-734.9963827204492,-267.1075459131538,USD,2023-01-12
121,1000,OP01,F,0,1,2023,C001034,MAT010049,SO02,AUTOMOTIVE,18086.05,-9976.73,-1055.3972044603317,-1007.922548550837,USD,2023-01-16
122,1000,OP01,F,0,1,2023,C001041,MAT010186,SO01,CONSUMER,82603.74,-48572.76,-7882.480334260275,-4430.973790992728,USD,2023-01-10
123,1000,OP01,F,0,1,2023,C001000,MAT010018,SO03,AUTOMOTIVE,48171.06,-30431.65,-4159.62563610979,-3269.510553996472,USD,2023-01-13
124,1000,OP01,F,0,1,2023,C001007,MAT010149,SO02,ELECTRONICS,66267.44,-45160.62,-5547.004502290138,-3096.0433609018182,USD,2023-01-11
125,1000,OP01,F,0,1,2023,C001021,MAT010162,SO03,INDUSTRIAL,21373.47,-14818.16,-1164.9718861207743,-1033.3202105259543,USD,2023-01-09
126,1000,OP01,F,0,1,2023,C001019,MAT010028,SO01,HEALTHCARE,8958.85,-5316.03,-675.6883136028179,-308.84604603437555,USD,2023-01-16
127,1000,OP01,F,0,1,2023,C001047,MAT010129,SO03,HEALTHCARE,2083.69,-925.91,-146.2264506095097,-162.15365148219223,USD,2023-01-16
128,1000,OP01,F,0,1,2023,C001033,MAT010120,SO01,HEALTHCARE,50242.13,-25415.18,-3381.08109030897,-2362.9119514381327,USD,2023-01-16
129,1000,OP01,F,0,1,2023,C001027,MAT010009,SO01,ELECTRONICS,41684.97,-27769.38,-3786.7632098215095,-2498.3472596912516,USD,2023-01-12
130,1000,OP01,F,0,1,2023,C001007,MAT010104,SO01,AUTOMOTIVE,72168.98,-30761.35,-5343.712906744601,-2429.5959243362568,USD,2023-01-10
131,1000,OP01,F,0,1,2023,C001015,MAT010142,SO03,CONSUMER,7409.09,-3740.25,-488.43231439796637,-585.5454172968432,USD,2023-01-11
132,1000,OP01,F,0,1,2023,C001015,MAT010122,SO03,INDUSTRIAL,12493.53,-8478.73,-855.0028830902204,-730.8026647612357,USD,2023-01-16
133,1000,OP01,F,0,1,2023,C001030,MAT010020,SO02,ELECTRONICS,7141.7,-3565.58,-380.16605069203365,-543.1891606450229,USD,2023-01-19
134,1000,OP01,F,0,1,2023,C001034,MAT010074,SO01,ELECTRONICS,22100.45,-14072.71,-2106.751062284704,-1174.022405975181,USD,2023-01-11
135,1000,OP01,F,0,1,2023,C001006,MAT010185,SO02,AUTOMOTIVE,67378.84,-36607.3,-3536.1743934027195,-4232.689960429725,USD,2023-01-17
136,1000,OP01,F,0,1,2023,C001022,MAT010118,SO01,CONSUMER,42451.04,-22965.94,-2889.6987296688935,-2942.6317174287287,USD,2023-01-19
137,1000,OP01,F,0,1,2023,C001021,MAT010071,SO01,CONSUMER,55051.48,-35481.32,-3734.496322396427,-3018.6047150867225,USD,2023-01-16
138,1000,OP01,F,0,1,2023,C001038,MAT010128,SO02,CONSUMER,13838.0,-8277.92,-1163.0125955038852,-768.9681808298652,USD,2023-01-16
139,1000,OP01,F,0,1,2023,C001036,MAT010081,SO03,INDUSTRIAL,41005.92,-22015.95,-3134.5465605126915,-1340.0652686053784,USD,2023-01-16
140,1000,OP01,F,0,1,2023,C001030,MAT010074,SO01,ELECTRONICS,5905.07,-3699.93,-565.6159055390317,-367.60066188032886,USD,2023-01-11
141,1000,OP01,F,0,1,2023,C001016,MAT010190,SO03,INDUSTRIAL,170597.88,-100129.76,-15052.160620620678,-11168.88253149525,USD,2023-01-17
142,1000,OP01,F,0,1,2023,C001025,MAT010020,SO01,ELECTRONICS,25480.86,-14074.35,-1334.2652311069407,-1983.0045692386898,USD,2023-01-18
143,1000,OP01,F,0,1,2023,C001034,MAT010136,SO03,INDUSTRIAL,144672.67,-61187.32,-10026.779073143969,-10071.132417681663,USD,2023-01-16
144,1000,OP01,F,0,1,2023,C001000,MAT010086,SO02,AUTOMOTIVE,17102.66,-11798.68,-1443.6386704695783,-735.956596059755,USD,2023-01-09
145,1000,OP01,F,0,1,2023,C001016,MAT010158,SO03,INDUSTRIAL,29882.4,-16579.0,-1965.0073521948295,-2089.702867868731,USD,2023-01-16
146,1000,OP01,F,0,1,2023,C001001,MAT010074,SO01,ELECTRONICS,44793.31,-25586.87,-2789.7471268323457,-2336.2472898236456,USD,2023-01-09
147,1000,OP01,F,0,1,2023,C001023,MAT010141,SO02,ELECTRONICS,45308.63,-24403.39,-3420.9312985399165,-1844.7406668765582,USD,2023-01-09
148,1000,OP01,F,0,1,2023,C001046,MAT010078,SO02,AUTOMOTIVE,60741.7,-32597.26,-3269.7206750667283,-2535.984961744012,USD,2023-01-17
149,1000,OP01,F,0,1,2023,C001001,MAT010128,SO03,CONSUMER,90760.05,-61339.83,-6588.417883408198,-3116.798526113665,USD,2023-01-09
150,1000,OP01,F,0,1,2023,C001003,MAT010184,SO01,CONSUMER,43108.89,-17788.5,-2369.381599946607,-2457.6259508085877,USD,2023-01-17
151,1000,OP01,F,0,1,2023,C001018,MAT010175,SO01,ELECTRONICS,29771.43,-20104.04,-2881.2422585447816,-2040.7460042772962,USD,2023-01-16
152,1000,OP01,F,0,1,2023,C001040,MAT010169,SO03,CONSUMER,392.47,-166.55,-28.599377976024233,-28.409051527961974,USD,2023-01-17
153,1000,OP01,F,0,1,2023,C001022,MAT010144,SO01,INDUSTRIAL,16112.28,-6595.83,-869.9431799098221,-1270.0821436385327,USD,2023-01-19
154,1000,OP01,F,0,1,2023,C001015,MAT010010,SO03,INDUSTRIAL,94471.38,-60878.94,-9098.58888328352,-4342.042969834063,USD,2023-01-11
155,1000,OP01,F,0,1,2023,C001005,MAT010004,SO02,HEALTHCARE,35238.93,-23009.79,-2232.3730372193077,-1660.283899581275,USD,2023-01-09
156,1000,OP01,F,0,1,2023,C001009,MAT010075,SO03,HEALTHCARE,43894.88,-30090.42,-2866.2673582709485,-2254.040462775582,USD,2023-01-18
157,1000,OP01,F,0,1,2023,C001019,MAT010188,SO02,AUTOMOTIVE,87918.1,-38861.1,-7054.010889795805,-5578.177472975269,USD,2023-01-16
158,1000,OP01,F,0,1,2023,C001039,MAT010138,SO01,CONSUMER,58442.82,-36998.7,-3174.556625841173,-2448.5018482932915,USD,2023-01-17
159,1000,OP01,F,0,1,2023,C001001,MAT010007,SO03,INDUSTRIAL,55238.33,-38358.8,-4998.353200011153,-1775.240767069484,USD,2023-01-18
160,1000,OP01,F,0,1,2023,C001012,MAT010074,SO03,ELECTRONICS,25193.62,-16738.94,-1868.0487394802938,-1019.1056038802363,USD,2023-01-17
161,1000,OP01,F,0,1,2023,C001009,MAT010002,SO01,HEALTHCARE,35910.85,-18053.36,-1891.0175358832846,-1821.562155485279,USD,2023-01-16
162,1000,OP01,F,0,1,2023,C001042,MAT010170,SO02,AUTOMOTIVE,41287.71,-24761.25,-3252.654752170433,-2161.563172928521,USD,2023-01-16
163,1000,OP01,F,0,1,2023,C001030,MAT010021,SO01,CONSUMER,4827.14,-3290.79,-426.96723731958434,-276.08715648864853,USD,2023-01-12
164,1000,OP01,F,0,1,2023,C001024,MAT010187,SO03,ELECTRONICS,11629.03,-6521.6,-1099.248623498142,-553.6638938664642,USD,2023-01-10
165,1000,OP01,F,0,1,2023,C001005,MAT010175,SO02,ELECTRONICS,50217.11,-24413.91,-3195.4195689088615,-3798.8502801903114,USD,2023-01-10
166,1000,OP01,F,0,1,2023,C001005,MAT010015,SO03,HEALTHCARE,2686.81,-1523.22,-140.21228146211612,-180.99816585903818,USD,2023-01-16
167,1000,OP01,F,0,1,2023,C001048,MAT010025,SO03,ELECTRONICS,113346.63,-65241.76,-7144.96545806723,-8086.177397292705,USD,2023-01-12
168,1000,OP01,F,0,1,2023,C001029,MAT010004,SO03,HEALTHCARE,31474.29,-13923.19,-1798.7103361122572,-1120.8609281719168,USD,2023-01-11
169,1000,OP01,F,0,1,2023,C001012,MAT010060,SO02,AUTOMOTIVE,44390.58,-27823.74,-3641.5166114903113,-3287.8350287281523,USD,2023-01-13
170,1000,OP01,F,0,1,2023,C001025,MAT010005,SO02,CONSUMER,52148.32,-36230.14,-4877.816935893004,-3845.780600775301,USD,2023-01-12
171,1000,OP01,F,0,1,2023,C001048,MAT010032,SO01,HEALTHCARE,95923.32,-40081.03,-6318.426686037243,-7151.19727465958,USD,2023-01-19
