ar_item_id,document_number,company_code,fiscal_year,line_item,customer_number,posting_date,clearing_date,due_date,amount_local,currency,debit_credit_indicator,is_open
99,AR00000099,CO01,2023,1,CUST02355,05-04-2023,04-05-2023,21-05-2023,36834.84,USD,S,FALSE
100,AR00000100,CO02,2023,1,CUST05732,05-04-2023,22-04-2023,27-05-2023,48366.21,USD,S,FALSE
101,AR00000101,CO02,2023,1,CUST00806,05-04-2023,13-04-2023,25-05-2023,13415.04,USD,S,FALSE
102,AR00000102,CO02,2023,1,CUST04512,05-04-2023,15-04-2023,18-05-2023,20037.98,USD,S,FALSE
103,AR00000103,CO03,2023,1,CUST02943,06-04-2023,06-05-2023,19-05-2023,27751.92,USD,S,FALSE
104,AR00000104,CO01,2023,1,CUST06883,06-04-2023,03-05-2023,24-05-2023,31061.53,USD,S,FALSE
105,AR00000105,CO01,2023,1,CUST04922,06-04-2023,11-06-2023,27-05-2023,23039.99,USD,S,FALSE
106,AR00000106,CO03,2023,1,CUST03670,06-04-2023,31-05-2023,18-05-2023,35835.71,USD,S,FALSE
107,AR00000107,CO01,2023,1,CUST03699,06-04-2023,27-04-2023,14-05-2023,23977.76,USD,S,FALSE
108,AR00000108,CO01,2023,1,CUST06056,06-04-2023,02-05-2023,15-05-2023,48048.7,USD,S,FALSE
109,AR00000109,CO03,2023,1,CUST03222,06-04-2023,12-04-2023,26-05-2023,45763.92,USD,S,FALSE
110,AR00000110,CO03,2023,1,CUST02530,06-04-2023,29-04-2023,27-05-2023,15397.6,USD,S,FALSE
111,AR00000111,CO03,2023,1,CUST04955,06-04-2023,,26-05-2023,503.76,USD,S,TRUE
112,AR00000112,CO03,2023,1,CUST04373,06-04-2023,21-04-2023,20-05-2023,27692.97,USD,S,FALSE
113,AR00000113,CO02,2023,1,CUST04889,06-04-2023,01-05-2023,14-05-2023,42306.63,USD,S,FALSE
114,AR00000114,CO01,2023,1,CUST02240,06-04-2023,11-04-2023,18-05-2023,39480.86,USD,S,FALSE
115,AR00000115,CO03,2023,1,CUST05655,06-04-2023,11-04-2023,14-05-2023,17997.73,USD,S,FALSE
116,AR00000116,CO03,2023,1,CUST02453,06-04-2023,02-05-2023,27-05-2023,4148.78,USD,S,FALSE
117,AR00000117,CO03,2023,1,CUST01226,06-04-2023,11-04-2023,17-05-2023,39499.68,USD,S,FALSE
118,AR00000118,CO03,2023,1,CUST00132,06-04-2023,,26-05-2023,1014.17,USD,S,TRUE
119,AR00000119,CO01,2023,1,CUST06897,06-04-2023,14-04-2023,18-05-2023,8536.9,USD,S,FALSE
120,AR00000120,CO02,2023,1,CUST02581,06-04-2023,17-04-2023,02-06-2023,36239.29,USD,S,FALSE
121,AR00000121,CO02,2023,1,CUST01580,06-04-2023,17-04-2023,16-05-2023,33736.93,USD,S,FALSE
122,AR00000122,CO03,2023,1,CUST05682,06-04-2023,05-05-2023,21-05-2023,1384.88,USD,S,FALSE
123,AR00000123,CO03,2023,1,CUST01023,06-04-2023,17-04-2023,27-05-2023,46159.77,USD,S,FALSE
124,AR00000124,CO03,2023,1,CUST03116,06-04-2023,19-04-2023,21-05-2023,11808.48,USD,S,FALSE
125,AR00000125,CO01,2023,1,CUST01854,06-04-2023,22-04-2023,27-05-2023,43773.16,USD,S,FALSE
126,AR00000126,CO03,2023,1,CUST00383,06-04-2023,28-04-2023,17-05-2023,2558.72,USD,S,FALSE
127,AR00000127,CO02,2023,1,CUST00979,06-04-2023,24-04-2023,25-05-2023,9882,USD,S,FALSE
128,AR00000128,CO02,2023,1,CUST04337,06-04-2023,17-04-2023,24-05-2023,15749.28,USD,S,FALSE
129,AR00000129,CO02,2023,1,CUST01133,06-04-2023,19-04-2023,20-05-2023,9768.81,USD,S,FALSE
130,AR00000130,CO02,2023,1,CUST02259,06-04-2023,29-04-2023,28-05-2023,34401.23,USD,S,FALSE
131,AR00000131,CO03,2023,1,CUST03681,06-04-2023,19-04-2023,21-05-2023,21183.35,USD,S,FALSE
132,AR00000132,CO02,2023,1,CUST04136,06-04-2023,20-04-2023,27-05-2023,28902.39,USD,S,FALSE
133,AR00000133,CO01,2023,1,CUST03859,07-04-2023,16-04-2023,16-05-2023,16175.44,USD,S,FALSE
134,AR00000134,CO03,2023,1,CUST03147,07-04-2023,29-04-2023,22-05-2023,33780.38,USD,S,FALSE
135,AR00000135,CO02,2023,1,CUST05987,07-04-2023,27-04-2023,13-05-2023,30584.54,USD,S,FALSE
136,AR00000136,CO01,2023,1,CUST01504,07-04-2023,01-05-2023,22-05-2023,12935.11,USD,S,FALSE
137,AR00000137,CO01,2023,1,CUST06572,07-04-2023,25-05-2023,19-05-2023,20410.92,USD,S,FALSE
138,AR00000138,CO02,2023,1,CUST03258,07-04-2023,30-05-2023,20-05-2023,25996.12,USD,S,FALSE
139,AR00000139,CO01,2023,1,CUST03133,07-04-2023,04-05-2023,25-05-2023,48943.69,USD,S,FALSE
140,AR00000140,CO03,2023,1,CUST02789,07-04-2023,20-04-2023,21-05-2023,28716.74,USD,S,FALSE
141,AR00000141,CO02,2023,1,CUST06440,07-04-2023,16-04-2023,26-05-2023,37996.39,USD,S,FALSE
142,AR00000142,CO03,2023,1,CUST00982,07-04-2023,14-04-2023,17-05-2023,20094.17,USD,S,FALSE
143,AR00000143,CO01,2023,1,CUST01162,07-04-2023,22-04-2023,22-05-2023,1533.93,USD,S,FALSE
144,AR00000144,CO03,2023,1,CUST02705,07-04-2023,25-04-2023,22-05-2023,23939.48,USD,S,FALSE
145,AR00000145,CO01,2023,1,CUST00760,07-04-2023,18-04-2023,27-05-2023,16588.64,USD,S,FALSE
146,AR00000146,CO01,2023,1,CUST01396,07-04-2023,23-04-2023,20-05-2023,15362.83,USD,S,FALSE
147,AR00000147,CO03,2023,1,CUST05119,07-04-2023,24-04-2023,26-05-2023,46855.16,USD,S,FALSE
148,AR00000148,CO03,2023,1,CUST06539,07-04-2023,23-04-2023,24-05-2023,25158.66,USD,S,FALSE
149,AR00000149,CO01,2023,1,CUST06325,07-04-2023,21-04-2023,18-05-2023,13437.85,USD,S,FALSE
150,AR00000150,CO01,2023,1,CUST03006,07-04-2023,13-04-2023,25-05-2023,12095.49,USD,S,FALSE
151,AR00000151,CO02,2023,1,CUST03327,07-04-2023,21-04-2023,25-05-2023,25694.16,USD,S,FALSE
152,AR00000152,CO01,2023,1,CUST00038,07-04-2023,06-05-2023,23-05-2023,36321.16,USD,S,FALSE
153,AR00000153,CO01,2023,1,CUST02501,07-04-2023,21-05-2023,17-05-2023,49250.97,USD,S,FALSE
154,AR00000154,CO03,2023,1,CUST02878,07-04-2023,03-05-2023,01-06-2023,4341.87,USD,S,FALSE
155,AR00000155,CO02,2023,1,CUST00819,07-04-2023,20-04-2023,17-05-2023,38885.69,USD,S,FALSE
156,AR00000156,CO02,2023,1,CUST06765,07-04-2023,25-04-2023,14-05-2023,40058.95,USD,S,FALSE
157,AR00000157,CO02,2023,1,CUST05543,07-04-2023,25-05-2023,23-05-2023,15268.63,USD,S,FALSE
158,AR00000158,CO01,2023,1,CUST00146,07-04-2023,16-05-2023,09-05-2023,13838.66,USD,S,FALSE
159,AR00000159,CO02,2023,1,CUST03528,07-04-2023,26-04-2023,16-05-2023,36632.86,USD,S,FALSE
160,AR00000160,CO02,2023,1,CUST06307,07-04-2023,23-04-2023,18-05-2023,48864.23,USD,S,FALSE
161,AR00000161,CO01,2023,1,CUST02215,08-04-2023,20-04-2023,27-05-2023,7863.58,USD,S,FALSE
162,AR00000162,CO01,2023,1,CUST03867,08-04-2023,29-04-2023,29-05-2023,31341.73,USD,S,FALSE
163,AR00000163,CO02,2023,1,CUST01934,08-04-2023,04-05-2023,14-05-2023,17209.03,USD,S,FALSE
164,AR00000164,CO02,2023,1,CUST04570,08-04-2023,27-04-2023,24-05-2023,19273.36,USD,S,FALSE
165,AR00000165,CO03,2023,1,CUST03624,08-04-2023,16-04-2023,29-05-2023,10410.42,USD,S,FALSE
166,AR00000166,CO02,2023,1,CUST06812,08-04-2023,22-04-2023,12-05-2023,33609.91,USD,S,FALSE
167,AR00000167,CO01,2023,1,CUST02747,09-04-2023,03-05-2023,21-05-2023,29602.31,USD,S,FALSE
168,AR00000168,CO02,2023,1,CUST02542,09-04-2023,20-04-2023,21-05-2023,3869.08,USD,S,FALSE
169,AR00000169,CO02,2023,1,CUST02451,09-04-2023,28-04-2023,13-05-2023,43884.26,USD,S,FALSE
170,AR00000170,CO03,2023,1,CUST02189,09-04-2023,29-04-2023,19-05-2023,35196.4,USD,S,FALSE
171,AR00000171,CO01,2023,1,CUST01283,09-04-2023,,16-05-2023,7804.63,USD,S,TRUE
172,AR00000172,CO02,2023,1,CUST03714,10-04-2023,29-04-2023,31-05-2023,11716.49,USD,S,FALSE
173,AR00000173,CO01,2023,1,CUST00768,10-04-2023,04-05-2023,23-05-2023,25968.05,USD,S,FALSE
174,AR00000174,CO01,2023,1,CUST04763,10-04-2023,10-05-2023,29-05-2023,40152.95,USD,S,FALSE
175,AR00000175,CO02,2023,1,CUST04871,10-04-2023,24-04-2023,24-05-2023,30007.85,USD,S,FALSE
176,AR00000176,CO02,2023,1,CUST03618,10-04-2023,27-04-2023,15-05-2023,13371.49,USD,S,FALSE
177,AR00000177,CO02,2023,1,CUST03964,10-04-2023,05-05-2023,26-05-2023,43277.45,USD,S,FALSE
178,AR00000178,CO03,2023,1,CUST05449,10-04-2023,14-06-2023,31-05-2023,35622.77,USD,S,FALSE
179,AR00000179,CO02,2023,1,CUST05801,10-04-2023,21-04-2023,19-05-2023,25393.52,USD,S,FALSE
180,AR00000180,CO03,2023,1,CUST01107,10-04-2023,28-05-2023,18-05-2023,11418.74,USD,S,FALSE
181,AR00000181,CO01,2023,1,CUST05521,10-04-2023,25-04-2023,17-05-2023,43212.36,USD,S,FALSE
182,AR00000182,CO01,2023,1,CUST02360,10-04-2023,30-04-2023,21-05-2023,43969.6,USD,S,FALSE
183,AR00000183,CO03,2023,1,CUST03629,10-04-2023,02-06-2023,31-05-2023,32811.89,USD,S,FALSE
184,AR00000184,CO02,2023,1,CUST00760,10-04-2023,30-04-2023,27-05-2023,33463.62,USD,S,FALSE
185,AR00000185,CO02,2023,1,CUST04050,10-04-2023,04-05-2023,28-05-2023,35710.13,USD,S,FALSE
186,AR00000186,CO02,2023,1,CUST06993,10-04-2023,15-04-2023,28-05-2023,6151.79,USD,S,FALSE
187,AR00000187,CO01,2023,1,CUST05804,10-04-2023,03-05-2023,01-06-2023,25514.14,USD,S,FALSE
188,AR00000188,CO02,2023,1,CUST06307,10-04-2023,29-04-2023,21-05-2023,15689.21,USD,S,FALSE
189,AR00000189,CO01,2023,1,CUST01137,10-04-2023,04-05-2023,18-05-2023,42049.3,USD,S,FALSE
190,AR00000190,CO03,2023,1,CUST03490,10-04-2023,21-04-2023,23-05-2023,36804.07,USD,S,FALSE
191,AR00000191,CO03,2023,1,CUST06164,10-04-2023,07-05-2023,11-05-2023,32028.73,USD,S,FALSE
192,AR00000192,CO03,2023,1,CUST05971,10-04-2023,27-04-2023,21-05-2023,4841.68,USD,S,FALSE
193,AR00000193,CO02,2023,1,CUST01219,10-04-2023,30-05-2023,20-05-2023,19319.5,USD,S,FALSE
194,AR00000194,CO01,2023,1,CUST01331,10-04-2023,04-06-2023,01-06-2023,8814.6,USD,S,FALSE
195,AR00000195,CO03,2023,1,CUST04980,10-04-2023,19-04-2023,24-05-2023,45364.95,USD,S,FALSE
196,AR00000196,CO02,2023,1,CUST02127,10-04-2023,27-04-2023,10-05-2023,9647.53,USD,S,FALSE
197,AR00000197,CO01,2023,1,CUST02220,10-04-2023,09-05-2023,20-05-2023,11912.89,USD,S,FALSE
198,AR00000198,CO01,2023,1,CUST04918,10-04-2023,06-05-2023,27-05-2023,12353.95,USD,S,FALSE
199,AR00000199,CO01,2023,1,CUST06129,10-04-2023,27-04-2023,01-06-2023,30202.78,USD,S,FALSE
200,AR00000200,CO02,2023,1,CUST02299,10-04-2023,05-05-2023,30-05-2023,23617.37,USD,S,FALSE
201,AR00000201,CO01,2023,1,CUST02083,11-04-2023,,05-06-2023,25916.68,USD,S,TRUE
202,AR00000202,CO02,2023,1,CUST04062,11-04-2023,02-05-2023,21-05-2023,43828.65,USD,S,FALSE
203,AR00000203,CO03,2023,1,CUST01585,11-04-2023,24-04-2023,27-05-2023,40867.34,USD,S,FALSE
204,AR00000204,CO03,2023,1,CUST02809,11-04-2023,27-04-2023,31-05-2023,7070,USD,S,FALSE
205,AR00000205,CO03,2023,1,CUST05430,11-04-2023,04-06-2023,30-05-2023,38213.85,USD,S,FALSE
206,AR00000206,CO01,2023,1,CUST06339,11-04-2023,02-05-2023,21-05-2023,6219.73,USD,S,FALSE
207,AR00000207,CO02,2023,1,CUST01137,11-04-2023,04-05-2023,26-05-2023,48767.2,USD,S,FALSE
208,AR00000208,CO03,2023,1,CUST02708,11-04-2023,01-05-2023,23-05-2023,34961.89,USD,S,FALSE
209,AR00000209,CO02,2023,1,CUST06868,11-04-2023,18-04-2023,22-05-2023,24470.24,USD,S,FALSE
210,AR00000210,CO01,2023,1,CUST01643,11-04-2023,16-04-2023,24-05-2023,32583.27,USD,S,FALSE
211,AR00000211,CO01,2023,1,CUST04244,11-04-2023,18-04-2023,03-06-2023,39936.98,USD,S,FALSE
212,AR00000212,CO03,2023,1,CUST02423,11-04-2023,28-04-2023,21-05-2023,49821.29,USD,S,FALSE
213,AR00000213,CO03,2023,1,CUST00733,11-04-2023,26-04-2023,24-05-2023,2889.85,USD,S,FALSE
214,AR00000214,CO01,2023,1,CUST05772,11-04-2023,26-04-2023,28-05-2023,14906.11,USD,S,FALSE
215,AR00000215,CO02,2023,1,CUST06554,11-04-2023,,19-05-2023,3627.11,USD,S,TRUE
216,AR00000216,CO01,2023,1,CUST03917,11-04-2023,20-04-2023,20-05-2023,27902.29,USD,S,FALSE
217,AR00000217,CO01,2023,1,CUST00633,11-04-2023,07-06-2023,23-05-2023,10000.87,USD,S,FALSE
218,AR00000218,CO03,2023,1,CUST06458,11-04-2023,27-04-2023,27-05-2023,15339.28,USD,S,FALSE
219,AR00000219,CO02,2023,1,CUST03967,11-04-2023,16-04-2023,28-05-2023,20107,USD,S,FALSE
220,AR00000220,CO01,2023,1,CUST01620,11-04-2023,04-05-2023,05-06-2023,8726.61,USD,S,FALSE
221,AR00000221,CO02,2023,1,CUST05019,11-04-2023,04-05-2023,26-05-2023,19336.38,USD,S,FALSE
222,AR00000222,CO03,2023,1,CUST02497,11-04-2023,08-05-2023,17-05-2023,49254.65,USD,S,FALSE
223,AR00000223,CO02,2023,1,CUST03192,11-04-2023,29-04-2023,26-05-2023,43590.57,USD,S,FALSE
224,AR00000224,CO03,2023,1,CUST02850,11-04-2023,21-04-2023,22-05-2023,9860.37,USD,S,FALSE
225,AR00000225,CO01,2023,1,CUST06662,11-04-2023,10-05-2023,25-05-2023,46654.49,USD,S,FALSE
226,AR00000226,CO03,2023,1,CUST06323,11-04-2023,26-04-2023,20-05-2023,46420.02,USD,S,FALSE
227,AR00000227,CO02,2023,1,CUST04725,11-04-2023,19-04-2023,16-05-2023,25515.52,USD,S,FALSE
228,AR00000228,CO02,2023,1,CUST02993,11-04-2023,,24-05-2023,37940.13,USD,S,TRUE
229,AR00000229,CO01,2023,1,CUST00274,11-04-2023,11-05-2023,29-05-2023,12500.78,USD,S,FALSE
230,AR00000230,CO02,2023,1,CUST06693,11-04-2023,19-04-2023,28-05-2023,23268.15,USD,S,FALSE
231,AR00000231,CO02,2023,1,CUST05162,11-04-2023,05-05-2023,26-05-2023,27926.25,USD,S,FALSE
232,AR00000232,CO02,2023,1,CUST04280,11-04-2023,09-05-2023,24-05-2023,46920.6,USD,S,FALSE
233,AR00000233,CO02,2023,1,CUST00847,12-04-2023,30-04-2023,23-05-2023,11564.8,USD,S,FALSE
234,AR00000234,CO02,2023,1,CUST04399,12-04-2023,06-05-2023,29-05-2023,16490.07,USD,S,FALSE
235,AR00000235,CO01,2023,1,CUST06711,12-04-2023,,20-05-2023,39397.46,USD,S,TRUE
236,AR00000236,CO02,2023,1,CUST05051,12-04-2023,10-06-2023,26-05-2023,30316.97,USD,S,FALSE
