material_id,plant_id,valuation_area,standard_price,moving_avg_price,price_unit,currency
MAT-00044,5,1000,291.25,290.36,1,USD
MAT-00045,1,1000,54.58,54.52,1,USD
MAT-00045,2,1000,177.78,178.08,1,USD
MAT-00045,3,1000,319.37,311.44,1,USD
MAT-00045,4,1000,141.42,138.19,1,USD
MAT-00045,5,1000,151.58,151.78,1,USD
MAT-00046,1,1000,163.4,170.03,1,USD
MAT-00046,2,1000,454.54,457.54,1,USD
MAT-00046,3,1000,180.77,177.27,1,USD
MAT-00046,4,1000,414.61,415.34,1,USD
MAT-00046,5,1000,211.65,206.65,1,USD
MAT-00047,1,1000,217.69,221.15,1,USD
MAT-00047,2,1000,386.47,401.56,1,USD
MAT-00047,3,1000,78.25,80.36,1,USD
MAT-00047,4,1000,154.56,157.45,1,USD
MAT-00047,5,1000,187.13,187.93,1,USD
MAT-00048,1,1000,167.36,172.35,1,USD
MAT-00048,2,1000,295.06,285.42,1,USD
MAT-00048,3,1000,365.05,378.78,1,USD
MAT-00048,4,1000,322.91,313.41,1,USD
MAT-00048,5,1000,397.07,410.19,1,USD
MAT-00049,1,1000,99.71,101.18,1,USD
MAT-00049,2,1000,253.51,247.06,1,USD
MAT-00049,3,1000,247.33,241.66,1,USD
MAT-00049,4,1000,288.41,289.49,1,USD
MAT-00049,5,1000,81.71,82.58,1,USD
MAT-00050,1,1000,133.74,139.98,1,USD
MAT-00050,2,1000,408.43,428.19,1,USD
MAT-00050,3,1000,11.6,11.24,1,USD
MAT-00050,4,1000,467.72,487.73,1,USD
MAT-00050,5,1000,232.83,244.26,1,USD
MAT-00051,1,1000,295.96,289.36,1,USD
MAT-00051,2,1000,288.05,279.39,1,USD
MAT-00051,3,1000,34.99,34.74,1,USD
MAT-00051,4,1000,491.03,495.71,1,USD
MAT-00051,5,1000,243.42,240.67,1,USD
MAT-00052,1,1000,68.53,66.34,1,USD
MAT-00052,2,1000,187.05,192.69,1,USD
MAT-00052,3,1000,36.71,37.98,1,USD
MAT-00052,4,1000,145.9,146.61,1,USD
MAT-00052,5,1000,141.52,145.54,1,USD
MAT-00053,1,1000,463.62,472.28,1,USD
MAT-00053,2,1000,110.4,114.72,1,USD
MAT-00053,3,1000,287.62,273.52,1,USD
MAT-00053,4,1000,175.43,177.61,1,USD
MAT-00053,5,1000,145.82,144.8,1,USD
MAT-00054,1,1000,122.94,124.39,1,USD
MAT-00054,2,1000,289.6,282.84,1,USD
MAT-00054,3,1000,280.78,290.35,1,USD
MAT-00054,4,1000,84.33,84.78,1,USD
MAT-00054,5,1000,165.19,160.56,1,USD
MAT-00055,1,1000,404.8,417.96,1,USD
MAT-00055,2,1000,109.54,110.81,1,USD
MAT-00055,3,1000,477.69,458.16,1,USD
MAT-00055,4,1000,372.82,390.67,1,USD
MAT-00055,5,1000,142.17,141.97,1,USD
MAT-00056,1,1000,56.88,58.84,1,USD
MAT-00056,2,1000,118.28,117.8,1,USD
MAT-00056,3,1000,91.16,88.18,1,USD
MAT-00056,4,1000,117.97,113.34,1,USD
MAT-00056,5,1000,127.0,124.57,1,USD
MAT-00057,1,1000,294.02,296.95,1,USD
MAT-00057,2,1000,199.48,193.76,1,USD
MAT-00057,3,1000,59.18,56.71,1,USD
MAT-00057,4,1000,359.09,357.03,1,USD
MAT-00057,5,1000,372.19,367.89,1,USD
MAT-00058,1,1000,311.38,307.65,1,USD
MAT-00058,2,1000,275.22,268.94,1,USD
MAT-00058,3,1000,442.09,441.72,1,USD
MAT-00058,4,1000,396.9,397.85,1,USD
MAT-00058,5,1000,167.82,167.8,1,USD
MAT-00059,1,1000,311.66,322.2,1,USD
MAT-00059,2,1000,307.21,303.31,1,USD
MAT-00059,3,1000,354.69,358.27,1,USD
MAT-00059,4,1000,352.48,348.17,1,USD
MAT-00059,5,1000,396.15,384.55,1,USD
MAT-00060,1,1000,163.96,162.4,1,USD
MAT-00060,2,1000,131.9,129.14,1,USD
MAT-00060,3,1000,123.14,124.38,1,USD
MAT-00060,4,1000,240.16,228.74,1,USD
MAT-00060,5,1000,468.28,456.3,1,USD
MAT-00061,1,1000,351.81,350.13,1,USD
MAT-00061,2,1000,402.05,397.58,1,USD
MAT-00061,3,1000,179.14,177.01,1,USD
MAT-00061,4,1000,250.57,256.19,1,USD
MAT-00061,5,1000,455.5,436.8,1,USD
MAT-00062,1,1000,134.91,131.25,1,USD
MAT-00062,2,1000,189.63,199.06,1,USD
MAT-00062,3,1000,244.48,236.38,1,USD
MAT-00062,4,1000,428.29,434.5,1,USD
MAT-00062,5,1000,303.56,312.97,1,USD
MAT-00063,1,1000,424.49,444.83,1,USD
MAT-00063,2,1000,188.64,193.56,1,USD
MAT-00063,3,1000,54.09,56.34,1,USD
MAT-00063,4,1000,55.26,56.34,1,USD
MAT-00063,5,1000,34.53,33.08,1,USD
MAT-00064,1,1000,466.68,464.49,1,USD
MAT-00064,2,1000,153.64,159.15,1,USD
MAT-00064,3,1000,146.47,152.56,1,USD
MAT-00064,4,1000,122.25,119.95,1,USD
MAT-00064,5,1000,265.05,257.94,1,USD
MAT-00065,1,1000,55.21,52.74,1,USD
MAT-00065,2,1000,330.76,340.16,1,USD
MAT-00065,3,1000,477.38,498.46,1,USD
MAT-00065,4,1000,96.21,96.67,1,USD
MAT-00065,5,1000,471.59,490.21,1,USD
MAT-00066,1,1000,125.76,129.63,1,USD
MAT-00066,2,1000,105.74,107.99,1,USD
MAT-00066,3,1000,43.02,41.31,1,USD
MAT-00066,4,1000,410.47,397.28,1,USD
MAT-00066,5,1000,70.83,70.56,1,USD
MAT-00067,1,1000,382.82,391.36,1,USD
MAT-00067,2,1000,84.83,88.5,1,USD
MAT-00067,3,1000,130.37,123.97,1,USD
MAT-00067,4,1000,429.15,440.58,1,USD
MAT-00067,5,1000,261.49,248.96,1,USD
MAT-00068,1,1000,257.21,245.81,1,USD
MAT-00068,2,1000,76.13,72.69,1,USD
MAT-00068,3,1000,86.4,83.22,1,USD
MAT-00068,4,1000,432.23,446.68,1,USD
MAT-00068,5,1000,291.19,284.76,1,USD
MAT-00069,1,1000,130.44,126.2,1,USD
MAT-00069,2,1000,63.84,62.23,1,USD
MAT-00069,3,1000,323.67,331.91,1,USD
MAT-00069,4,1000,42.87,42.34,1,USD
MAT-00069,5,1000,10.28,10.24,1,USD
MAT-00070,1,1000,401.43,408.56,1,USD
MAT-00070,2,1000,203.56,204.4,1,USD
MAT-00070,3,1000,207.91,208.43,1,USD
MAT-00070,4,1000,481.43,502.77,1,USD
MAT-00070,5,1000,183.43,185.37,1,USD
MAT-00071,1,1000,361.99,371.02,1,USD
MAT-00071,2,1000,378.3,379.19,1,USD
MAT-00071,3,1000,209.76,209.83,1,USD
MAT-00071,4,1000,254.87,262.64,1,USD
MAT-00071,5,1000,111.38,112.49,1,USD
MAT-00072,1,1000,190.08,186.25,1,USD
MAT-00072,2,1000,306.15,303.47,1,USD
MAT-00072,3,1000,194.21,191.76,1,USD
MAT-00072,4,1000,164.13,159.18,1,USD
MAT-00072,5,1000,17.86,17.74,1,USD
MAT-00073,1,1000,322.84,311.45,1,USD
MAT-00073,2,1000,433.95,446.56,1,USD
MAT-00073,3,1000,377.12,382.74,1,USD
MAT-00073,4,1000,157.97,153.93,1,USD
MAT-00073,5,1000,18.03,17.54,1,USD
MAT-00074,1,1000,225.12,224.82,1,USD
MAT-00074,2,1000,238.51,237.68,1,USD
MAT-00074,3,1000,442.37,440.75,1,USD
MAT-00074,4,1000,213.74,204.15,1,USD
MAT-00074,5,1000,474.39,493.23,1,USD
MAT-00075,1,1000,462.15,452.7,1,USD
MAT-00075,2,1000,36.03,35.9,1,USD
MAT-00075,3,1000,199.41,202.47,1,USD
MAT-00075,4,1000,222.36,224.54,1,USD
MAT-00075,5,1000,183.84,184.07,1,USD
MAT-00076,1,1000,243.78,254.36,1,USD
MAT-00076,2,1000,435.63,434.74,1,USD
MAT-00076,3,1000,182.72,177.12,1,USD
MAT-00076,4,1000,461.77,446.34,1,USD
MAT-00076,5,1000,496.13,478.56,1,USD
MAT-00077,1,1000,358.44,350.18,1,USD
MAT-00077,2,1000,22.09,21.47,1,USD
MAT-00077,3,1000,265.33,252.7,1,USD
MAT-00077,4,1000,207.67,213.87,1,USD
MAT-00077,5,1000,235.54,238.41,1,USD
MAT-00078,1,1000,149.61,142.89,1,USD
MAT-00078,2,1000,263.33,253.41,1,USD
MAT-00078,3,1000,224.81,224.53,1,USD
MAT-00078,4,1000,384.18,366.36,1,USD
MAT-00078,5,1000,391.86,400.82,1,USD
MAT-00079,1,1000,287.51,275.07,1,USD
MAT-00079,2,1000,484.38,505.35,1,USD
MAT-00079,3,1000,195.18,198.31,1,USD
MAT-00079,4,1000,225.53,230.55,1,USD
MAT-00079,5,1000,140.88,135.84,1,USD
MAT-00080,1,1000,458.35,439.7,1,USD
MAT-00080,2,1000,198.11,196.02,1,USD
MAT-00080,3,1000,30.53,29.93,1,USD
MAT-00080,4,1000,477.24,462.66,1,USD
MAT-00080,5,1000,288.95,286.57,1,USD
MAT-00081,1,1000,414.7,400.25,1,USD
MAT-00081,2,1000,278.06,271.25,1,USD
MAT-00081,3,1000,458.87,435.95,1,USD
MAT-00081,4,1000,42.45,43.97,1,USD
MAT-00081,5,1000,140.1,139.86,1,USD
MAT-00082,1,1000,42.38,42.25,1,USD
MAT-00082,2,1000,490.79,511.64,1,USD
MAT-00082,3,1000,251.81,241.23,1,USD
MAT-00082,4,1000,235.21,244.6,1,USD
MAT-00082,5,1000,312.23,327.2,1,USD
MAT-00083,1,1000,426.79,446.24,1,USD
MAT-00083,2,1000,136.46,137.26,1,USD
MAT-00083,3,1000,445.69,459.7,1,USD
MAT-00083,4,1000,171.99,174.83,1,USD
MAT-00083,5,1000,268.09,272.59,1,USD
MAT-00084,1,1000,419.33,423.09,1,USD
MAT-00084,2,1000,344.47,355.02,1,USD
MAT-00084,3,1000,391.37,381.4,1,USD
MAT-00084,4,1000,409.32,406.61,1,USD
MAT-00084,5,1000,143.37,149.68,1,USD
MAT-00085,1,1000,157.28,164.72,1,USD
MAT-00085,2,1000,495.74,473.5,1,USD
MAT-00085,3,1000,299.93,308.98,1,USD
MAT-00085,4,1000,136.24,140.66,1,USD
MAT-00085,5,1000,281.96,291.67,1,USD
MAT-00086,1,1000,117.29,122.64,1,USD
MAT-00086,2,1000,237.53,229.29,1,USD
MAT-00086,3,1000,58.31,58.56,1,USD
MAT-00086,4,1000,187.87,192.43,1,USD
MAT-00086,5,1000,215.45,211.81,1,USD
MAT-00087,1,1000,49.75,48.07,1,USD
MAT-00087,2,1000,245.78,256.31,1,USD
MAT-00087,3,1000,42.5,41.71,1,USD
MAT-00087,4,1000,445.76,442.89,1,USD
MAT-00087,5,1000,409.38,395.22,1,USD
MAT-00088,1,1000,241.86,230.51,1,USD
MAT-00088,2,1000,469.42,451.5,1,USD
MAT-00088,3,1000,125.48,130.24,1,USD
MAT-00088,4,1000,251.01,262.51,1,USD
MAT-00088,5,1000,298.33,295.51,1,USD
MAT-00089,1,1000,426.23,417.13,1,USD
MAT-00089,2,1000,309.18,298.82,1,USD
MAT-00089,3,1000,88.0,86.48,1,USD
MAT-00089,4,1000,194.66,186.54,1,USD
MAT-00089,5,1000,50.23,51.72,1,USD
MAT-00090,1,1000,14.16,14.22,1,USD
MAT-00090,2,1000,251.4,241.15,1,USD
MAT-00090,3,1000,485.33,500.28,1,USD
MAT-00090,4,1000,327.51,343.62,1,USD
MAT-00090,5,1000,11.02,10.66,1,USD
MAT-00091,1,1000,75.41,79.06,1,USD
MAT-00091,2,1000,189.72,193.24,1,USD
MAT-00091,3,1000,415.11,409.18,1,USD
MAT-00091,4,1000,290.28,276.94,1,USD
MAT-00091,5,1000,447.51,439.91,1,USD
MAT-00092,1,1000,29.08,29.32,1,USD
MAT-00092,2,1000,494.21,499.86,1,USD
MAT-00092,3,1000,412.5,399.81,1,USD
MAT-00092,4,1000,93.27,92.25,1,USD
MAT-00092,5,1000,496.81,477.31,1,USD
MAT-00093,1,1000,300.75,304.22,1,USD
MAT-00093,2,1000,267.78,276.66,1,USD
MAT-00093,3,1000,149.38,142.88,1,USD
MAT-00093,4,1000,307.02,299.65,1,USD
MAT-00093,5,1000,325.3,331.8,1,USD
MAT-00094,1,1000,57.1,57.71,1,USD
MAT-00094,2,1000,347.63,331.36,1,USD
MAT-00094,3,1000,427.56,434.62,1,USD
MAT-00094,4,1000,350.51,361.39,1,USD
MAT-00094,5,1000,185.79,185.95,1,USD
MAT-00095,1,1000,153.89,157.05,1,USD
MAT-00095,2,1000,206.54,212.88,1,USD
MAT-00095,3,1000,125.21,131.28,1,USD
MAT-00095,4,1000,161.57,158.77,1,USD
MAT-00095,5,1000,127.93,123.44,1,USD
MAT-00096,1,1000,86.06,82.44,1,USD
MAT-00096,2,1000,297.96,286.57,1,USD
MAT-00096,3,1000,62.76,62.44,1,USD
MAT-00096,4,1000,83.17,79.62,1,USD
MAT-00096,5,1000,387.48,394.75,1,USD
MAT-00097,1,1000,293.84,300.26,1,USD
MAT-00097,2,1000,223.31,214.88,1,USD
MAT-00097,3,1000,325.71,340.13,1,USD
MAT-00097,4,1000,280.54,283.0,1,USD
MAT-00097,5,1000,469.34,455.72,1,USD
MAT-00098,1,1000,241.88,230.6,1,USD
MAT-00098,2,1000,86.7,84.03,1,USD
MAT-00098,3,1000,42.37,40.38,1,USD
MAT-00098,4,1000,428.0,417.39,1,USD
MAT-00098,5,1000,101.42,101.4,1,USD
MAT-00099,1,1000,332.58,329.17,1,USD
MAT-00099,2,1000,357.48,351.17,1,USD
MAT-00099,3,1000,75.12,73.82,1,USD
MAT-00099,4,1000,483.68,479.92,1,USD
MAT-00099,5,1000,164.25,171.07,1,USD
MAT-00100,1,1000,287.62,293.37,1,USD
MAT-00100,2,1000,13.64,14.03,1,USD
MAT-00100,3,1000,477.6,473.58,1,USD
MAT-00100,4,1000,248.58,260.72,1,USD
MAT-00100,5,1000,82.6,85.77,1,USD
MAT-00101,1,1000,127.61,128.94,1,USD
MAT-00101,2,1000,478.96,498.47,1,USD
MAT-00101,3,1000,363.18,360.2,1,USD
MAT-00101,4,1000,387.72,392.82,1,USD
MAT-00101,5,1000,358.57,369.33,1,USD
MAT-00102,1,1000,192.78,183.19,1,USD
MAT-00102,2,1000,246.57,254.57,1,USD
MAT-00102,3,1000,255.53,248.15,1,USD
MAT-00102,4,1000,172.93,175.67,1,USD
MAT-00102,5,1000,370.91,371.09,1,USD
MAT-00103,1,1000,270.13,280.65,1,USD
MAT-00103,2,1000,496.88,502.47,1,USD
MAT-00103,3,1000,309.99,307.97,1,USD
MAT-00103,4,1000,475.41,489.69,1,USD
MAT-00103,5,1000,232.93,238.03,1,USD
MAT-00104,1,1000,278.09,279.17,1,USD
MAT-00104,2,1000,380.33,363.01,1,USD
MAT-00104,3,1000,172.98,171.38,1,USD
MAT-00104,4,1000,317.25,326.51,1,USD
MAT-00104,5,1000,242.51,251.68,1,USD
MAT-00105,1,1000,465.23,484.5,1,USD
MAT-00105,2,1000,308.29,300.0,1,USD
MAT-00105,3,1000,164.44,165.93,1,USD
MAT-00105,4,1000,230.14,225.54,1,USD
MAT-00105,5,1000,329.51,314.31,1,USD
MAT-00106,1,1000,122.44,127.39,1,USD
MAT-00106,2,1000,134.53,131.37,1,USD
MAT-00106,3,1000,270.06,257.65,1,USD
MAT-00106,4,1000,476.48,474.06,1,USD
MAT-00106,5,1000,204.52,203.09,1,USD
MAT-00107,1,1000,479.73,494.24,1,USD
MAT-00107,2,1000,144.08,148.61,1,USD
MAT-00107,3,1000,277.81,275.5,1,USD
MAT-00107,4,1000,255.86,267.44,1,USD
MAT-00107,5,1000,399.37,404.96,1,USD
MAT-00108,1,1000,160.04,161.64,1,USD
MAT-00108,2,1000,35.09,36.81,1,USD
MAT-00108,3,1000,114.57,116.42,1,USD
MAT-00108,4,1000,150.9,145.1,1,USD
MAT-00108,5,1000,125.07,131.19,1,USD
MAT-00109,1,1000,284.77,279.89,1,USD
MAT-00109,2,1000,277.08,268.77,1,USD
MAT-00109,3,1000,345.69,331.16,1,USD
MAT-00109,4,1000,326.95,341.55,1,USD
MAT-00109,5,1000,20.14,19.39,1,USD
MAT-00110,1,1000,377.21,368.09,1,USD
MAT-00110,2,1000,332.15,337.86,1,USD
MAT-00110,3,1000,213.63,222.3,1,USD
MAT-00110,4,1000,110.01,106.31,1,USD
MAT-00110,5,1000,57.83,60.33,1,USD
MAT-00111,1,1000,161.65,162.33,1,USD
MAT-00111,2,1000,278.85,266.82,1,USD
MAT-00111,3,1000,491.58,509.93,1,USD
MAT-00111,4,1000,427.98,406.72,1,USD
MAT-00111,5,1000,127.38,130.93,1,USD
MAT-00112,1,1000,399.27,417.01,1,USD
MAT-00112,2,1000,482.92,464.25,1,USD
